"","Coauthor","Paper","Journal","AuthorID","PaperNO","PaperID"
"192","D Johnson;D S Johnson; L A McGeoch;; E E Rothberg","Asymptotic Experimental Analysis for the Held-Karp Traveling Salesman Bound,","Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms","1","139","192"
"193","M Sutton;A Draganova;M Miller","Mod sum number of wheels,","Ars Combinatoria","1","139","193"
"194","S Lee;Off-Line Recognition of Totally Unconstrained Handwritten Numerals Using Multilayer Cluster Neural Network ","IEEE Transactions on Pattern Analysis and Machine Intelligence","","1","139","194"
"195","C Chen;Katy B&ouml;rner","Visual interfaces to digital libraries ","JCDL ACM IEEE Joint Conference Digital Libraries","1","14","195"
"196","D Che;Y Chen;K Aberer","A Query System in a Biological Database,"," by the th Int Conf Scientific and Statistical Database Management IEEE","1","14","196"
"197","D Johnson;","Uniqueness,","J Algorithms","1","14","197"
"198","J Lee;C K Chiu;J H M Lee","Towards Practical Interval Constraint Solving in Logic Programming , Logic Programming:","Proceedings of the International Symposium MIT Press","1","14","198"
"199","J Martin; ","Moving to a total client server operation ","SIGUCCS Special Interest Group University and Computing Services","1","14","199"
"200","J Robinson;Balakrishna R Iyer ; Daniel M Dias ; Philip S Yu","Design and Analysis of Integrated Concurrency-Coherence Controls ","VLDB Very Large Data Bases","1","14","200"
"201","J Smith;","Retrospective: Decoupled Access/Execute Architectures "," Years ISCA International Symposium Computer Architecture Retrospectives and Reprints","1","14","201"
"202","K Tanaka;Hans-J&ouml;rg Schek ; M Tamer &Ouml;zsu ; Yanchun Zhang","Special Issue on The nd Web Information Systems Engineering Conference WISE' ","World Wide Web","1","14","202"
"203","M Baca;S Jendrol;M Miller;J Ryan","Antimagic labelings of generalised Petersen graphs that are plane,","Ars Combinatoria","1","14","203"
"204","M Brown; Marc Najork","Distributed Active Objects ","Computer Networks","1","14","204"
"205","M Jones;","A Theory of Qualified Types ","ESOP European Symposium Programming","1","14","205"
"206","S Lee;Sung Woo Choi ; Young-Min Kim","Fast Scene Change Detection Using Direct Feature Extraction from MPEG Compressed Videos ","ICPR International Conference Pattern Recognition","1","14","206"
"207","W M P van der Aalst; A Kumar","A Reference Model for Team-Enabled Workflow Management Systems,","Data and Knowledge Engineering","1","14","207"
"208","D Johnson;D S Johnson; J K Lenstra; A H G Rinnooy Kan","The Complexity of the Network Design Problem,","Networks","1","140","208"
"209","M Sutton;M Miller","On the sum number of wheels,","Discrete Mathematics","1","140","209"
"210","S Lee;H -S Park;B -K Shin;J Moon;S -W Lee"," A -D HMM Method for Off-line Handwritten Character Recognition, ","International Journal of Pattern Recognition and Artificial Intelligence","1","140","210"
"211","D Johnson;D S Johnson; F P Preparata","The Densest Hemisphere Problem,","Theoretical Comp Sci","1","141","211"
"212","M Sutton;M Miller;J Ryan;X Slamin","Open problems in mod sum graphs,","Proceedings of AWOCA","1","141","212"
"213","S Lee;J -S Park;S -W Lee"," Adaptive Nonlinear Pattern Matching Method for Off-line Recognition of Handwritten Characters, ","Proc th International Workshop Frontiers Handwritten Recognition Taipei Oec","1","141","213"
"214","D Johnson;D S Johnson","The Genealogy of Theoretical Computer Science,","SIGACT News","1","142","214"
"215","M Sutton;M Miller","Using graph labellings to store linkages in relational databases,","Proceedings of AWOCA Hunter Valley","1","142","215"
"216","S Lee;J -S Park;S -W Lee"," Adaptive Nonlinear Shape Matching for Unconstrained Handwritten Character Recognition, ","Pattern Recognition","1","142","216"
"217","D Johnson;D S Johnson; M Minkoff;; S Phillips","The Prize Collecting Steiner Tree Problem: Theory and Practice,","Proc th Ann ACM SIAM Society for Industrial and Applied Mathematics Symp Discrete Algorithms","1","143","217"
"218","S Lee;H -S Park;S -W Lee"," Off-line Recognition of Large-Set Handwritten Characters Multiple Hidden Markov Models, ","Pattern Recognition","1","143","218"
"219","W D Wallis;E T Baskoro;M Miller;X Slamin","Edge-magic total labelings,","Australasian Journal of Combinatorics","1","143","219"
"220","D Johnson;D S Johnson ; L A McGeoch","The Traveling Salesman Problem: A Case Study in Local Optimization,","Local Search Combinatorial Optimization E H L Aarts and J K Lenstra editors John Wiley and Sons Ltd","1","144","220"
"221","M Miller;Graham Wrightson ; Ljiljana Brankovic ; Peter Norak","Usability of Compromise-Free Statistical Databases","SSDBM Statistical and Scientific Database Management","1","144","221"
"222","S Lee;H -S Park;S -W Lee"," Off-line Recognition of Large-Set Handwritten Hangul Hidden Markov Models, ","Proc rd International Workshop Frontiers Handwriting Recognition","1","144","222"
"223","D Johnson;D S Johnson ; A Klug","Testing Containment of Conjunctive Queries under Functional and Inclusion Dependencies,","Journal of Computer and Systems Sciences","1","145","223"
"224","S Lee;Sang-Cheol Park","Fast Distance Computation with a Stereo Head-Eye System ","Biologically Motivated Computer Vision","1","145","224"
"225","D Johnson;D S Johnson ","A Theoretician's Guide to the Experimental Analysis of Algorithms,"," Proceedings of the th and th DIMACS Implementation Challenges M Goldwasser D S Johnson and C C McGeoch Editors American Mathematical Society","1","146","225"
"226","S Lee;S -C Park;S -W Lee"," Fast Distance Computation a Stereo Head-Eye System, ","Biologically Motivated Computer Vision Lecture Notes Computer Science","1","146","226"
"227","D Johnson;Claire Kenyon ; J&aacute;nos Csirik","Better approximation algorithms for bin covering ","SODA Symposium Discrete Algorithms","1","147","227"
"228","S Lee;J -S Park;Y -H Oh;S -C Ahn;S -W Lee"," Glasses Removal from Facial Image using Recursive PCA Reconstruction, ","Audio and Video based Biometric Person Authentication Lecture Notes Computer Science","1","147","228"
"229","D Johnson;Claire Kenyon ; J&aacute;nos Csirik ; James B Orlin ; Peter W Shor ; Richard R Weber","On the sum-of-squares algorithm for bin packing ","STOC ACM Symposium Theory of Computing","1","148","229"
"230","S Lee;H -S Park;S -Y Kim;S -W Lee"," Gray-scale Handwritten Character Recognition Based on Principal Features, ","Proc SPIE The International Society for Optical Engineering Conference Document Recognition","1","148","230"
"231","D Johnson;Claire Kenyon ; J&aacute;nos Csirik ; Peter W Shor ; Richard R Weber","A Self Organizing Bin Packing Heuristic ","ALENEX Algorithm Engineering and Experiments","1","149","231"
"232","S Lee;H -S Park;S -W Lee"," Hidden Markov Mesh Random Field: Theory and Its Application to Handwritten Character Recognition, ","Proc rd International Conference Document Analysis and Recognition Montreal","1","149","232"
"233","C Chen;Katy B&ouml;rner","Visual Interfaces to Digital Libraries: Motivation, Utilization, and Socio-technical Challenges ","Visual Interfaces to Digital Libraries","1","15","233"
"234","D Che;Y Chen;K Aberer","An Advanced Web Query Systems of GPCRDB,"," by the th Int Conf Scientific and Statistical Database Management IEEE","1","15","234"
"235","D Johnson;","Announcements, Updates, and Greatest Hits,","J Algorithms","1","15","235"
"236","J Lee;K M F Choi;J H M Lee;P J Stuckey","A Lagrangian Reconstruction of a Class of Local Search Methods,"," th IEEE International Conference Tools with Artificial Intelligence pages IEEE Press Taipei ROC","1","15","236"
"237","J Martin; ","Are we ready for distance education?","SIGUCCS Special Interest Group University and Computing Services","1","15","237"
"238","J Robinson;Balakrishna R Iyer ; Daniel M Dias ; Douglas Cornell ; Philip S Yu","Distributed Concurrency Control Analysis for Data Sharing ","Int CMG Computer Measurement Group Conference","1","15","238"
"239","J Smith;","Retrospective: Implementing Precise Interrupts in Pipelined Processors "," Years ISCA International Symposium Computer Architecture Retrospectives and Reprints","1","15","239"
"240","K Tanaka;Craig Harris ; Earl D Saberdoti ; Fran&ccedil;ois Bancilhon ; Michael Kifer ; Michael L Brodie ; Yoshifumi Masunaga","Next Generation Database Management Systems Technology Panel ","DOOD Deductive and Object Oriented Databases","1","15","240"
"241","M Baca;E T Baskoro;S Jendrol;M Miller","Antimagic labelings of hexagonal plane maps,","Utilitas Math","1","15","241"
"242","M Brown; Robert A Shillner","DeckScape: An Experimental Web Browser ","Computer Networks and ISDN Systems","1","15","242"
"243","M Jones;","Type Classes with Functional Dependencies ","ESOP European Symposium Programming","1","15","243"
"244","S Lee;Sung Woo Choi ; Young-Min Kim","Fast Scene Change Detection using Direct Feature Extraction from MPEG Compressed Videos ","IEEE Transactions Multimedia","1","15","244"
"245","W M P van der Aalst; A Kumar; H M W Verbeek","Organizational Modeling in UML and XML in the context of Workflow Systems,","ACM Symposium Applied Computing","1","15","245"
"246","D Johnson;Daniel J Kleitman ; Joseph Y -T Leung ; S F Assmann","On a Dual Version of the One-Dimensional Bin Packing Problem ","J Algorithms","1","150","246"
"247","H -S Park;S-W Lee"," Large-set Handwritten Character Recognition Multiple Stochastic Models, ","Proc International Conference Document Analysis and Recognition Tsukuba","1","150","247"
"248","D Johnson;Anthony C Klug","Optimizing Conjunctive Queries When Attribute Domains Are not Disjoint Extended Abstract ","FOCS IEEE Symposium Foundations of Computer Science","1","151","248"
"249","S -C Park;H -S Lee;S -W Lee"," Multiple People Tracking Based on Temporal Color Feature, ","International Journal of Pattern Recognition and Artificial Intelligence","1","151","249"
"250","D Johnson;Anthony C Klug","Optimizing Conjunctive Queries that Contain Untyped Variables ","SIAM Society for Industrial and Applied Mathematics J Comput","1","152","250"
"251","S Lee;S -C Park;B -W Hwang;S -W Lee"," Extraction of Camera Motion Parameters Optical Flows, ","Proc International Conference Optical Communications and Multimedia Kwangju Korea","1","152","251"
"252","D Johnson;Anthony C Klug","Testing Containment of Conjunctive Queries Under Functional and Inclusion Dependencies ","PODS Symposium Principles of Database Systems","1","153","252"
"253","S Lee;H -S Park;S -W Lee"," An HMMRF-based Statistical Approach for Off-line Handwritten Character Recognition, ","Proc th International Conference Pattern Recognition","1","153","253"
"254","D Johnson;Anthony C Klug","Testing Containment of Conjunctive Queries under Functional and Inclusion Dependencies ","J Comput Syst Sci","1","154","254"
"255","S Lee;H -S Park;S -W Lee"," On-Line Recognition of Cursive Chinese Characters Elastic Matching, ","Proc Pacific Rim International Conference Artificial Intelligence Seoul Korea","1","154","255"
"256","D Johnson;Andrea S LaPaugh ; Ron Y Pinter","Minimizing Channel Density by Lateral Shifting of Components ","SODA Symposium Discrete Algorithms","1","155","256"
"257","S Lee;J -S Park;S -W Lee"," A New Method for Automatic Handwriting Quality Measurement, ","Proc th International Workshop Frontiers Handwriting Recognition The","1","155","257"
"258","D Johnson;Andrea S LaPaugh ; Edward G Coffman ; M R Garey","Scheduling File Transfers ","SIAM Society for Industrial and Applied Mathematics J Comput","1","156","258"
"259","S Lee;H -S Park;J -S Park;S -W Lee"," A New Methodology for Off-line Handwritten Character Recognition Using a Truly -D Statistical Model, ","Proc th International Workshop Frontiers Handwriting Recognition Colchester England","1","156","259"
"260","D Johnson;Andrea S LaPaugh ; Edward G Coffman ; M R Garey","Scheduling File Transfers in a Distributed Network ","PODC Symposium Principles of Distributed Computing","1","157","260"
"261","S Lee;J -S Park;S -W Lee"," Resolution Enhancement of Facial Image Based on Top-down Learning, ","Proc of ACM SIGMM","1","157","261"
"262","S Lee;H -S Park;H -H Song;S -W Lee"," A Self-Organizing Hierarchical Classifier for Multi-lingual Large-set Oriental Character Recognition, ","International Journal of Pattern Recognition and Artificial Intelligence","1","158","262"
"263","Z M Mao; D Johnson; O Spatscheck; J E van der Merwe;; J Wang","Efficient and robust streaming provisioning in VPNs,","Proceedings WWW World Wide Web Conference Series","1","158","263"
"264","S Lee;J Park;H -Y Kim;Y Park;S -W Lee"," A Synthesis Procedure for Associative Memories Based on Space-Varying Cellular Neural Networks, ","Neural Networks","1","159","264"
"265","Z M Mao; D Johnson; J Rexford; J Wang;; R Katz","Scalable and accurate identification of AS-level forwarding paths,"," Proceedings INFOCOM The Conference Computer Communications","1","159","265"
"266","C Chen;Katy B&ouml;rner","Workshop : visual interfaces to digital libraries - its past, present, and future ","JCDL ACM IEEE Joint Conference Digital Libraries","1","16","266"
"267","D Johnson;","Network Design,","J Algorithms","1","16","267"
"268","J Lee;Kenneth M F Choi ; Peter J Stuckey","A Lagrangian reconstruction of GENET ","Artif Intell","1","16","268"
"269","J Martin; Court Sansom ; Debbie Durant ; Henry Moeller ; Jim Osborn ; Virginia Redmond","Slowing Down the Revolving Door: Motivating and Retaining Student Employees ","SIGUCCS Special Interest Group University and Computing Services","1","16","269"
